OrderID,OrderDate,Region,Category,Product,Quantity,UnitPrice,DiscountPct,Revenue,Cost,Profit,PaymentMethod,CustomerID
ORD100716,2024-09-03,East,Sports,Cricket Bat,4,254.91,5,968.66,616.44,352.22,Net Banking,CUST2636
ORD100717,2024-04-20,East,Beauty,Perfume,1,1123.5,10,1011.15,718.82,292.33,Debit Card,CUST1404
ORD100718,2024-11-30,South,Sports,Cricket Bat,1,444.29,20,355.43,332.54,22.89,Net Banking,CUST2808
ORD100719,2025-06-12,East,Electronics,Laptop,6,12701.75,0,76210.5,50807.5,25403.0,Credit Card,CUST1589
ORD100720,2025-03-04,South,Apparel,Jacket,6,2327.9,0,13967.4,8169.53,5797.87,Debit Card,CUST1654
ORD100721,2025-05-23,Central,Beauty,Hair Serum,11,3158.8,0,34746.8,20884.97,13861.83,UPI,CUST2083
ORD100722,2024-01-06,West,Sports,Football,5,3744.94,10,16852.23,12786.97,4065.26,UPI,CUST3073
ORD100723,2024-01-05,Central,Beauty,Perfume,10,1719.83,0,17198.3,12281.35,4916.95,UPI,CUST3193
ORD100724,2025-01-22,South,Beauty,Lipstick,1,3723.19,15,3164.71,2256.24,908.47,UPI,CUST1555
ORD100725,2025-02-02,Central,Home & Kitchen,Bedsheet Set,3,3128.25,0,9384.75,6788.31,2596.44,Credit Card,CUST3466
ORD100726,2025-09-03,West,Home & Kitchen,Mixer Grinder,3,1702.35,15,4340.99,3849.02,491.97,UPI,CUST2340
ORD100727,2025-01-15,Central,Apparel,Sneakers,1,3612.15,25,2709.11,2387.74,321.37,Debit Card,CUST2151
ORD100728,2025-02-01,West,Beauty,Hair Serum,5,419.92,5,1994.62,1250.2,744.42,COD,CUST1186
ORD100729,2025-12-20,South,Beauty,Hair Serum,4,1763.85,0,7055.4,5431.48,1623.92,Credit Card,CUST2310
ORD100730,2024-05-15,South,Sports,Cricket Bat,8,3879.4,0,31035.2,19498.25,11536.95,Net Banking,CUST1961
ORD100731,2025-08-05,South,Electronics,Headphones,8,27983.87,5,212677.41,140847.67,71829.74,Debit Card,CUST2481
ORD100732,2024-08-17,West,Home & Kitchen,Cookware Set,2,315.75,15,536.78,410.2,126.58,Debit Card,CUST1170
ORD100733,2025-01-16,Central,Beauty,Face Wash,7,3356.78,5,22322.59,17885.48,4437.11,Credit Card,CUST3053
ORD100734,2024-10-14,Central,Home & Kitchen,Air Fryer,10,3400.22,5,32302.09,23071.3,9230.79,Credit Card,CUST2764
ORD100735,2024-07-20,West,Beauty,Perfume,4,978.54,20,3131.33,2700.19,431.14,Credit Card,CUST1810
ORD100736,2025-02-04,North,Apparel,Jacket,4,1398.73,0,5594.92,3372.18,2222.74,COD,CUST3463
ORD100737,2025-12-26,North,Home & Kitchen,Air Fryer,8,3250.91,20,20805.82,16906.11,3899.71,COD,CUST2903
ORD100738,2025-05-29,South,Electronics,Laptop,9,36291.02,10,293957.26,235822.77,58134.49,Debit Card,CUST3160
ORD100739,2024-09-07,South,Home & Kitchen,Bedsheet Set,9,912.67,0,8214.03,6339.42,1874.61,Debit Card,CUST2092
ORD100740,2024-02-16,South,Apparel,Jeans,4,2253.87,5,8564.71,5319.64,3245.07,Credit Card,CUST3415
ORD100741,2025-05-09,Central,Sports,Dumbbells,9,3219.26,10,26076.01,20936.18,5139.83,Net Banking,CUST1605
ORD100742,2025-01-09,East,Sports,Yoga Mat,9,351.71,0,3165.39,2006.56,1158.83,Net Banking,CUST2801
ORD100743,2024-04-08,Central,Home & Kitchen,Air Fryer,11,241.27,15,2255.87,2106.38,149.49,Credit Card,CUST2471
ORD100744,2025-07-29,North,Apparel,Sneakers,2,3716.89,5,7062.09,4182.66,2879.43,Net Banking,CUST2354
ORD100745,2024-08-28,South,Apparel,Jeans,3,1662.65,0,4987.95,3470.68,1517.27,UPI,CUST3309
ORD100746,2024-12-29,West,Home & Kitchen,Cookware Set,11,1329.77,0,14627.47,10196.63,4430.84,COD,CUST2356
ORD100747,2025-10-03,East,Apparel,Kurta,10,1209.67,10,10887.03,7474.22,3412.81,COD,CUST2902
ORD100748,2025-07-28,North,Beauty,Hair Serum,8,508.81,5,3866.96,2404.98,1461.98,Credit Card,CUST2086
ORD100749,2024-09-09,East,Beauty,Lipstick,1,1020.4,15,867.34,798.56,68.78,COD,CUST1719
ORD100750,2025-09-21,Central,Beauty,Lipstick,5,471.57,0,2357.85,1740.37,617.48,Credit Card,CUST3028
ORD100751,2024-06-28,East,Electronics,Smartwatch,5,43706.25,5,207604.69,158096.74,49507.95,Credit Card,CUST2459
ORD100752,2025-04-05,South,Sports,Football,10,953.07,0,9530.7,7412.03,2118.67,COD,CUST1284
ORD100753,2025-10-21,East,Apparel,Sneakers,9,1182.47,5,10110.12,6939.95,3170.17,Net Banking,CUST1783
ORD100754,2024-05-25,Central,Home & Kitchen,Air Fryer,5,3335.32,10,15008.94,10579.35,4429.59,Debit Card,CUST3081
ORD100755,2025-10-14,West,Apparel,Kurta,11,2619.79,0,28817.69,22233.47,6584.22,Net Banking,CUST2390
ORD100756,2025-07-03,North,Electronics,Smartphone,6,52532.06,15,267913.51,184474.81,83438.7,COD,CUST2311
ORD100757,2025-01-22,South,Electronics,Smartphone,2,23940.13,0,47880.26,35167.46,12712.8,COD,CUST1277
ORD100758,2024-10-26,West,Beauty,Face Wash,2,265.58,5,504.6,359.15,145.45,UPI,CUST1579
ORD100759,2024-05-26,South,Apparel,Jacket,10,3206.2,10,28855.8,22265.51,6590.29,Net Banking,CUST2212
ORD100760,2025-02-18,East,Electronics,Headphones,3,59113.44,15,150739.27,116794.63,33944.64,Credit Card,CUST2161
ORD100761,2024-05-09,North,Home & Kitchen,Cookware Set,2,1421.6,10,2558.88,2168.35,390.53,COD,CUST3470
ORD100762,2024-09-01,West,Home & Kitchen,Cookware Set,11,1223.91,0,13463.01,7739.7,5723.31,Credit Card,CUST2433
ORD100763,2024-11-01,South,Electronics,Smartphone,1,53416.82,25,40062.62,33306.29,6756.33,COD,CUST2204
ORD100764,2025-09-09,Central,Electronics,Laptop,7,15330.98,15,91219.33,61783.46,29435.87,UPI,CUST3457
ORD100765,2024-10-22,North,Sports,Football,2,2744.28,15,4665.28,3463.73,1201.55,Credit Card,CUST3229
ORD100766,2025-10-17,West,Home & Kitchen,Mixer Grinder,2,2365.13,5,4493.75,2927.94,1565.81,UPI,CUST2119
ORD100767,2025-01-15,South,Beauty,Face Wash,10,2815.56,0,28155.6,19887.22,8268.38,COD,CUST2384
ORD100768,2025-01-08,North,Electronics,Smartphone,10,15214.59,10,136931.31,91756.68,45174.63,Net Banking,CUST1184
ORD100769,2025-04-12,South,Home & Kitchen,Air Fryer,2,323.24,10,581.83,410.73,171.1,COD,CUST2497
ORD100770,2025-08-23,North,Apparel,Jeans,2,1733.79,0,3467.58,1931.31,1536.27,Debit Card,CUST1521
ORD100771,2025-05-19,Central,Sports,Cricket Bat,2,3391.76,5,6444.34,5049.41,1394.93,UPI,CUST2458
ORD100772,2025-09-27,South,Beauty,Lipstick,4,822.39,0,3289.56,2355.18,934.38,UPI,CUST2101
ORD100773,2024-07-12,South,Beauty,Hair Serum,5,2370.99,10,10669.46,8002.92,2666.54,Credit Card,CUST2892
ORD100774,2025-10-19,North,Electronics,Laptop,8,20589.32,20,131771.65,107335.85,24435.8,Debit Card,CUST3039
ORD100775,2025-03-29,West,Beauty,Lipstick,4,3967.1,10,14281.56,11840.88,2440.68,Net Banking,CUST2379
ORD100776,2025-03-15,East,Apparel,Jeans,9,1335.36,15,10215.5,8456.29,1759.21,Credit Card,CUST3341
ORD100777,2024-07-13,Central,Apparel,Kurta,7,154.28,0,1079.96,652.81,427.15,Debit Card,CUST2778
ORD100778,2025-04-06,North,Sports,Dumbbells,7,212.54,10,1339.0,938.61,400.39,Net Banking,CUST3364
ORD100779,2025-12-11,Central,Apparel,Kurta,1,3351.35,20,2681.08,2387.66,293.42,Debit Card,CUST3156
ORD100780,2025-01-06,East,Apparel,Sneakers,7,2956.42,15,17590.7,11993.85,5596.85,Credit Card,CUST1864
ORD100781,2024-09-01,West,Apparel,Sneakers,3,1522.9,0,4568.7,2527.52,2041.18,Credit Card,CUST1799
ORD100782,2024-09-07,Central,Apparel,Sneakers,4,2328.12,5,8846.86,5319.89,3526.97,Credit Card,CUST2985
ORD100783,2025-05-22,East,Sports,Cricket Bat,11,1075.15,0,11826.65,7435.77,4390.88,Net Banking,CUST2878
ORD100784,2025-08-30,Central,Apparel,Sneakers,11,3344.43,25,27591.55,23956.13,3635.42,COD,CUST3101
ORD100785,2025-12-30,West,Home & Kitchen,Cookware Set,3,3581.58,5,10207.5,6769.26,3438.24,Credit Card,CUST1128
ORD100786,2025-12-06,North,Electronics,Tablet,4,40995.06,0,163980.24,95650.08,68330.16,Credit Card,CUST3178
ORD100787,2024-07-06,North,Home & Kitchen,Cookware Set,3,2716.48,0,8149.44,5648.87,2500.57,Credit Card,CUST1275
ORD100788,2024-03-13,Central,Beauty,Lipstick,7,3510.51,5,23344.89,18001.67,5343.22,COD,CUST1170
ORD100789,2025-10-14,North,Beauty,Hair Serum,9,1245.48,5,10648.85,7894.46,2754.39,Debit Card,CUST2066
ORD100790,2024-07-29,East,Sports,Yoga Mat,8,633.37,25,3800.22,2923.69,876.53,Credit Card,CUST2049
ORD100791,2024-10-25,Central,Home & Kitchen,Mixer Grinder,9,481.22,0,4330.98,2496.25,1834.73,UPI,CUST1779
ORD100792,2024-07-25,East,Apparel,Kurta,7,1049.9,10,6614.37,5548.85,1065.52,COD,CUST1426
ORD100793,2024-10-01,East,Sports,Cricket Bat,6,1121.4,0,6728.4,4732.82,1995.58,COD,CUST2600
ORD100794,2024-08-19,South,Apparel,T-Shirt,8,2395.05,10,17244.36,12285.76,4958.6,Credit Card,CUST1266
ORD100795,2024-12-24,West,Beauty,Face Wash,4,881.25,10,3172.5,2429.13,743.37,Debit Card,CUST2652
ORD100796,2025-02-24,East,Sports,Cricket Bat,5,1365.73,0,6828.65,5064.34,1764.31,UPI,CUST1117
ORD100797,2025-07-19,South,Electronics,Smartphone,9,57999.54,10,469796.27,408545.6,61250.67,Credit Card,CUST3054
ORD100798,2024-12-31,East,Apparel,Sneakers,10,1737.28,20,13898.24,10644.66,3253.58,Debit Card,CUST1790
ORD100799,2025-05-12,South,Sports,Dumbbells,11,3881.89,5,40565.75,24147.69,16418.06,Net Banking,CUST2490
ORD100800,2024-06-12,North,Apparel,Jacket,3,2683.69,25,6038.3,5337.34,700.96,Credit Card,CUST1684
ORD100801,2024-03-19,East,Home & Kitchen,Bedsheet Set,8,3945.35,0,31562.8,22204.27,9358.53,Debit Card,CUST1243
ORD100802,2025-05-20,Central,Electronics,Headphones,6,27431.91,5,156361.89,120583.51,35778.38,Credit Card,CUST2872
ORD100803,2025-12-22,Central,Beauty,Hair Serum,1,733.01,5,696.36,513.44,182.92,Net Banking,CUST1380
ORD100804,2024-11-01,Central,Electronics,Smartwatch,6,52116.52,0,312699.12,184690.89,128008.23,UPI,CUST2211
ORD100805,2025-05-30,East,Home & Kitchen,Cookware Set,1,2536.88,10,2283.19,1531.59,751.6,Credit Card,CUST3118
ORD100806,2025-04-22,South,Sports,Cricket Bat,2,3506.87,10,6312.37,4463.34,1849.03,Debit Card,CUST3339
ORD100807,2025-09-26,North,Electronics,Smartphone,11,34037.86,20,299533.17,243025.55,56507.62,UPI,CUST1507
ORD100808,2025-02-16,East,Electronics,Smartwatch,3,9256.44,5,26380.85,19408.53,6972.32,COD,CUST2552
ORD100809,2025-07-04,North,Apparel,Jeans,10,1959.17,5,18612.12,11758.8,6853.32,Debit Card,CUST2301
ORD100810,2024-07-21,East,Beauty,Perfume,2,2575.86,15,4378.96,3842.5,536.46,UPI,CUST1692
ORD100811,2024-09-11,East,Beauty,Lipstick,7,2762.19,0,19335.33,15409.05,3926.28,Credit Card,CUST2113
ORD100812,2025-01-24,North,Sports,Dumbbells,6,2472.84,15,12611.48,9901.94,2709.54,Debit Card,CUST2380
ORD100813,2025-06-25,South,Electronics,Laptop,9,53724.9,0,483524.1,360941.71,122582.39,Debit Card,CUST1861
ORD100814,2024-06-03,North,Electronics,Smartwatch,7,58954.77,0,412683.39,310996.84,101686.55,COD,CUST2184
ORD100815,2025-12-02,East,Home & Kitchen,Air Fryer,5,1843.44,10,8295.48,5947.29,2348.19,Credit Card,CUST1273
ORD100816,2024-09-15,North,Sports,Football,7,3624.25,5,24101.26,15325.44,8775.82,Net Banking,CUST3411
ORD100817,2025-08-29,Central,Apparel,Jacket,10,1848.43,0,18484.3,11388.51,7095.79,Net Banking,CUST2121
ORD100818,2025-08-27,West,Sports,Yoga Mat,8,2285.55,15,15541.74,12942.88,2598.86,Net Banking,CUST2590
ORD100819,2024-05-23,South,Sports,Football,7,2479.59,0,17357.13,12261.3,5095.83,Debit Card,CUST1264
ORD100820,2025-03-04,North,Apparel,Jeans,6,379.41,10,2048.81,1686.68,362.13,COD,CUST1479
ORD100821,2025-03-18,Central,Electronics,Laptop,10,32671.29,5,310377.26,230767.94,79609.32,Net Banking,CUST3170
ORD100822,2025-01-21,North,Electronics,Headphones,3,44589.15,0,133767.45,93570.64,40196.81,COD,CUST2419
ORD100823,2025-09-14,South,Home & Kitchen,Mixer Grinder,6,2120.07,5,12084.4,8213.52,3870.88,Debit Card,CUST3169
ORD100824,2024-12-05,West,Apparel,Sneakers,4,178.24,0,712.96,490.75,222.21,Credit Card,CUST2356
ORD100825,2024-07-13,North,Apparel,Jacket,9,2297.81,25,15510.22,11625.92,3884.3,Credit Card,CUST3062
ORD100826,2025-09-05,West,Apparel,Kurta,2,863.32,5,1640.31,1228.32,411.99,Net Banking,CUST3048
ORD100827,2024-09-22,Central,Beauty,Face Wash,11,2418.48,5,25273.12,17635.09,7638.03,Credit Card,CUST1305
ORD100828,2024-01-12,West,Sports,Yoga Mat,9,638.74,0,5748.66,3907.02,1841.64,Credit Card,CUST1419
ORD100829,2024-06-19,West,Sports,Cricket Bat,6,2784.61,20,13366.13,9784.66,3581.47,UPI,CUST2164
ORD100830,2025-07-08,East,Apparel,Jacket,2,2738.7,0,5477.4,3088.45,2388.95,Net Banking,CUST2079
ORD100831,2024-06-03,East,Beauty,Lipstick,9,1749.46,0,15745.14,9979.95,5765.19,COD,CUST1813
ORD100832,2024-09-05,North,Home & Kitchen,Cookware Set,2,309.5,25,464.25,425.54,38.71,UPI,CUST2815
ORD100833,2025-03-07,North,Apparel,Kurta,7,1663.62,0,11645.34,6687.24,4958.1,UPI,CUST2141
ORD100834,2025-01-01,West,Electronics,Laptop,2,40717.24,5,77362.76,54461.14,22901.62,COD,CUST2854
ORD100835,2025-08-10,North,Home & Kitchen,Bedsheet Set,2,2566.82,10,4620.28,3906.39,713.89,Debit Card,CUST1998
ORD100836,2024-11-04,West,Home & Kitchen,Cookware Set,10,3516.08,15,29886.68,21313.22,8573.46,Net Banking,CUST3280
ORD100837,2025-12-05,North,Beauty,Lipstick,3,2997.78,10,8094.01,4983.83,3110.18,Credit Card,CUST2873
ORD100838,2024-03-16,Central,Apparel,Jacket,7,1199.7,10,7558.11,5400.1,2158.01,Credit Card,CUST2563
ORD100839,2025-11-22,South,Apparel,Jacket,1,3835.21,20,3068.17,2734.77,333.4,Credit Card,CUST2191
ORD100840,2025-08-14,West,Apparel,Jacket,6,1700.55,5,9693.13,8153.78,1539.35,Debit Card,CUST1418
ORD100841,2025-03-19,East,Electronics,Headphones,8,9692.46,20,62031.74,59697.83,2333.91,UPI,CUST2767
ORD100842,2024-03-25,West,Electronics,Smartwatch,9,24663.29,5,210871.13,138888.04,71983.09,Debit Card,CUST1918
ORD100843,2024-12-17,North,Sports,Yoga Mat,11,1496.94,0,16466.34,11756.57,4709.77,COD,CUST1918
ORD100844,2025-04-10,North,Electronics,Laptop,8,44587.83,0,356702.64,227828.82,128873.82,Credit Card,CUST2073
ORD100845,2025-03-07,South,Electronics,Laptop,4,42020.5,0,168082.0,123739.31,44342.69,UPI,CUST1295
ORD100846,2024-04-21,North,Beauty,Lipstick,1,662.75,0,662.75,433.95,228.8,Debit Card,CUST1027
ORD100847,2025-06-20,North,Sports,Dumbbells,10,174.89,5,1661.45,1086.78,574.67,Credit Card,CUST1901
ORD100848,2024-03-15,West,Electronics,Laptop,2,56500.16,0,113000.32,75474.31,37526.01,UPI,CUST2554
ORD100849,2024-05-25,North,Electronics,Headphones,1,21826.5,0,21826.5,13388.44,8438.06,Credit Card,CUST3048
ORD100850,2024-06-01,South,Beauty,Face Wash,1,3467.41,10,3120.67,2679.15,441.52,Debit Card,CUST2761
ORD100851,2024-08-08,West,Beauty,Hair Serum,3,3262.32,10,8808.26,6106.45,2701.81,Credit Card,CUST2664
ORD100852,2024-02-11,South,Beauty,Hair Serum,3,783.79,0,2351.37,1758.06,593.31,Net Banking,CUST2425
ORD100853,2025-06-29,East,Apparel,Jeans,9,2287.27,10,18526.89,13516.91,5009.98,Net Banking,CUST2887
ORD100854,2024-02-17,North,Beauty,Perfume,11,487.98,0,5367.78,3647.51,1720.27,Debit Card,CUST1273
ORD100855,2025-08-22,East,Sports,Yoga Mat,4,1537.45,10,5534.82,3978.08,1556.74,COD,CUST2191
ORD100856,2025-06-04,North,Beauty,Hair Serum,9,1280.11,0,11520.99,7295.04,4225.95,Credit Card,CUST2912
ORD100857,2024-03-09,South,Home & Kitchen,Bedsheet Set,7,2700.89,15,16070.3,14585.75,1484.55,COD,CUST1937
ORD100858,2025-09-12,South,Apparel,Kurta,10,952.34,0,9523.4,6758.02,2765.38,Debit Card,CUST1190
ORD100859,2024-12-31,East,Electronics,Smartwatch,9,8430.26,0,75872.34,58862.21,17010.13,COD,CUST2187
ORD100860,2025-01-10,East,Sports,Football,5,1070.41,15,4549.24,3960.52,588.72,Debit Card,CUST2781
ORD100861,2025-07-25,West,Sports,Dumbbells,7,2538.43,15,15103.66,10144.88,4958.78,Net Banking,CUST1178
ORD100862,2024-07-15,East,Apparel,T-Shirt,7,732.78,0,5129.46,3242.53,1886.93,Debit Card,CUST1208
ORD100863,2025-05-07,East,Apparel,T-Shirt,2,3866.06,5,7345.51,5474.38,1871.13,Credit Card,CUST2605
ORD100864,2025-12-07,Central,Beauty,Lipstick,10,716.82,0,7168.2,4503.9,2664.3,UPI,CUST1324
ORD100865,2025-12-26,South,Apparel,T-Shirt,11,176.24,5,1841.71,1512.87,328.84,UPI,CUST1383
ORD100866,2024-08-03,South,Home & Kitchen,Mixer Grinder,9,1575.39,15,12051.73,10977.69,1074.04,Debit Card,CUST3230
ORD100867,2024-09-26,South,Beauty,Lipstick,1,2682.21,10,2413.99,1492.36,921.63,UPI,CUST3352
ORD100868,2024-05-23,East,Apparel,Kurta,6,569.7,0,3418.2,2150.85,1267.35,Net Banking,CUST2577
ORD100869,2024-09-29,East,Sports,Cricket Bat,7,3450.34,15,20529.52,14169.57,6359.95,Debit Card,CUST1913
ORD100870,2024-08-02,Central,Sports,Yoga Mat,6,2777.78,0,16666.68,11252.42,5414.26,UPI,CUST3378
ORD100871,2025-06-21,South,Beauty,Lipstick,3,1328.28,0,3984.84,2368.12,1616.72,COD,CUST2212
ORD100872,2024-03-18,North,Electronics,Smartphone,3,57152.73,0,171458.19,122691.78,48766.41,UPI,CUST1826
ORD100873,2024-11-23,North,Sports,Yoga Mat,3,3791.14,0,11373.42,8696.42,2677.0,Debit Card,CUST2644
ORD100874,2025-10-30,East,Beauty,Face Wash,8,2759.23,0,22073.84,16958.47,5115.37,Debit Card,CUST3284
ORD100875,2025-09-07,East,Apparel,Jeans,7,2912.24,5,19366.4,15539.48,3826.92,UPI,CUST1171
ORD100876,2024-03-27,North,Home & Kitchen,Mixer Grinder,9,3309.13,10,26803.95,21115.91,5688.04,UPI,CUST2507
ORD100877,2024-06-13,North,Sports,Yoga Mat,9,1335.32,5,11416.99,8992.57,2424.42,Debit Card,CUST2583
ORD100878,2024-08-11,East,Home & Kitchen,Mixer Grinder,3,2881.15,0,8643.45,6566.55,2076.9,COD,CUST1446
ORD100879,2025-01-02,East,Sports,Cricket Bat,1,1321.33,0,1321.33,928.9,392.43,Net Banking,CUST1717
ORD100880,2025-05-12,South,Home & Kitchen,Cookware Set,6,1496.71,15,7633.22,5462.41,2170.81,COD,CUST1386
ORD100881,2025-12-02,South,Beauty,Lipstick,9,659.31,25,4450.34,4127.88,322.46,Debit Card,CUST2279
ORD100882,2024-08-09,South,Sports,Dumbbells,4,2245.39,25,6736.17,5768.71,967.46,Debit Card,CUST2259
ORD100883,2024-11-29,East,Apparel,Sneakers,9,810.65,0,7295.85,4856.47,2439.38,Net Banking,CUST1920
ORD100884,2025-07-03,North,Apparel,Jeans,8,1677.51,5,12749.08,8895.05,3854.03,Debit Card,CUST1339
ORD100885,2025-08-19,South,Beauty,Face Wash,5,3297.85,20,13191.4,12586.42,604.98,Debit Card,CUST1938
ORD100886,2024-09-29,Central,Home & Kitchen,Cookware Set,10,327.34,20,2618.72,2341.13,277.59,Credit Card,CUST1861
ORD100887,2025-01-24,East,Beauty,Perfume,1,3983.58,5,3784.4,3107.88,676.52,Credit Card,CUST2551
ORD100888,2025-09-08,East,Apparel,Jacket,5,936.33,5,4447.57,2831.97,1615.6,UPI,CUST1264
ORD100889,2025-09-03,West,Electronics,Headphones,6,50663.99,10,273585.55,179944.4,93641.15,Credit Card,CUST2445
ORD100890,2024-09-07,South,Home & Kitchen,Cookware Set,1,2937.51,20,2350.01,1931.81,418.2,Credit Card,CUST1215
ORD100891,2024-05-11,North,Home & Kitchen,Air Fryer,4,1082.37,0,4329.48,3186.53,1142.95,Credit Card,CUST3208
ORD100892,2024-10-10,West,Electronics,Smartwatch,10,6814.1,0,68141.0,54416.22,13724.78,COD,CUST2487
ORD100893,2025-08-21,West,Apparel,Sneakers,2,881.02,0,1762.04,1141.72,620.32,COD,CUST2041
ORD100894,2025-11-24,North,Home & Kitchen,Bedsheet Set,1,1860.11,10,1674.1,1259.71,414.39,COD,CUST2102
ORD100895,2025-10-19,South,Sports,Yoga Mat,7,2735.61,0,19149.27,13093.15,6056.12,COD,CUST2858
ORD100896,2024-03-11,East,Electronics,Smartphone,8,19379.33,10,139531.18,96099.98,43431.2,Credit Card,CUST1192
ORD100897,2024-03-08,North,Home & Kitchen,Air Fryer,1,3451.49,0,3451.49,2507.83,943.66,Credit Card,CUST2869
ORD100898,2025-06-04,West,Home & Kitchen,Cookware Set,11,1404.64,25,11588.28,8968.86,2619.42,UPI,CUST3007
ORD100899,2025-02-14,North,Electronics,Tablet,6,59514.97,25,267817.36,208631.59,59185.77,Net Banking,CUST2407
ORD100900,2025-03-06,North,Sports,Football,7,870.43,10,5483.71,3794.97,1688.74,COD,CUST1610
ORD100901,2025-07-27,West,Apparel,Kurta,6,3913.36,15,19958.14,17242.71,2715.43,UPI,CUST2984
ORD100902,2025-06-26,East,Electronics,Smartphone,2,17999.49,0,35998.98,22682.97,13316.01,UPI,CUST1984
ORD100903,2024-07-25,Central,Apparel,Sneakers,8,621.62,10,4475.66,2889.1,1586.56,Debit Card,CUST2505
ORD100904,2024-04-23,East,Home & Kitchen,Air Fryer,1,3311.81,5,3146.22,1885.96,1260.26,UPI,CUST1178
ORD100905,2024-08-06,West,Electronics,Smartphone,5,51606.79,0,258033.95,197005.24,61028.71,Debit Card,CUST2703
ORD100906,2025-06-21,South,Sports,Football,1,3370.22,5,3201.71,1865.74,1335.97,Credit Card,CUST1534
ORD100907,2025-01-25,West,Home & Kitchen,Mixer Grinder,5,1244.11,0,6220.55,4007.67,2212.88,Credit Card,CUST3499
ORD100908,2024-07-24,South,Home & Kitchen,Bedsheet Set,7,2430.05,10,15309.32,10181.86,5127.46,Credit Card,CUST2104
ORD100909,2025-04-29,South,Electronics,Laptop,6,39352.58,5,224309.71,169021.05,55288.66,Net Banking,CUST1750
ORD100910,2025-05-15,North,Electronics,Smartwatch,10,5429.3,5,51578.35,35473.91,16104.44,Net Banking,CUST2302
ORD100911,2025-06-18,West,Beauty,Hair Serum,10,958.11,0,9581.1,7592.1,1989.0,Net Banking,CUST1547
ORD100912,2025-09-12,West,Electronics,Tablet,7,23654.62,20,132465.87,96915.3,35550.57,UPI,CUST2590
ORD100913,2025-08-31,East,Home & Kitchen,Bedsheet Set,7,2537.93,5,16877.23,11894.71,4982.52,UPI,CUST3126
ORD100914,2025-08-01,East,Beauty,Face Wash,7,2588.06,5,17210.6,12369.48,4841.12,COD,CUST3079
ORD100915,2024-10-13,South,Beauty,Lipstick,2,3707.68,15,6303.06,5120.05,1183.01,Net Banking,CUST2203
ORD100916,2025-06-01,South,Sports,Cricket Bat,7,2533.8,15,15076.11,12809.42,2266.69,Credit Card,CUST1916
ORD100917,2024-05-05,Central,Electronics,Headphones,1,25674.65,25,19255.99,18343.03,912.96,COD,CUST2842
ORD100918,2025-12-16,Central,Sports,Yoga Mat,8,2408.07,5,18301.33,14252.46,4048.87,Credit Card,CUST1283
ORD100919,2025-12-21,Central,Beauty,Hair Serum,11,3233.61,0,35569.71,20540.29,15029.42,COD,CUST3060
ORD100920,2024-09-27,West,Sports,Yoga Mat,9,2782.9,0,25046.1,18096.1,6950.0,Net Banking,CUST1992
ORD100921,2025-12-15,North,Electronics,Smartwatch,10,43572.17,5,413935.61,249131.64,164803.97,Debit Card,CUST1040
ORD100922,2025-03-04,North,Sports,Yoga Mat,8,716.58,0,5732.64,3281.59,2451.05,COD,CUST3276
ORD100923,2024-05-09,South,Apparel,Jeans,9,1095.37,15,8379.58,6267.04,2112.54,UPI,CUST2296
ORD100924,2024-04-26,West,Apparel,T-Shirt,2,3868.45,0,7736.9,5689.65,2047.25,Credit Card,CUST1694
ORD100925,2024-05-31,South,Beauty,Perfume,10,2208.05,0,22080.5,13061.88,9018.62,Debit Card,CUST3148
ORD100926,2025-07-10,North,Home & Kitchen,Air Fryer,2,924.87,20,1479.79,1070.49,409.3,Credit Card,CUST3179
ORD100927,2024-12-03,Central,Beauty,Hair Serum,11,2991.02,10,29611.1,25341.3,4269.8,Net Banking,CUST3312
ORD100928,2024-07-23,North,Home & Kitchen,Bedsheet Set,11,1940.39,0,21344.29,15708.89,5635.4,Debit Card,CUST2971
ORD100929,2025-06-21,North,Sports,Football,9,2811.95,0,25307.55,17868.65,7438.9,COD,CUST2503
ORD100930,2025-11-23,Central,Apparel,Jeans,3,1503.85,20,3609.24,3123.07,486.17,Debit Card,CUST1176
ORD100931,2025-11-26,North,Sports,Cricket Bat,3,1819.72,15,4640.29,3498.31,1141.98,Debit Card,CUST2331
ORD100932,2025-09-21,Central,Electronics,Headphones,7,20485.37,5,136227.71,80340.94,55886.77,Net Banking,CUST2853
ORD100933,2024-05-08,West,Beauty,Lipstick,1,227.09,0,227.09,146.9,80.19,COD,CUST1486
ORD100934,2024-05-13,North,Sports,Football,4,867.72,10,3123.79,2382.5,741.29,UPI,CUST1089
ORD100935,2024-11-29,South,Home & Kitchen,Bedsheet Set,7,2016.05,0,14112.35,9104.17,5008.18,Debit Card,CUST2459
ORD100936,2024-03-08,North,Sports,Football,10,3834.97,5,36432.21,25647.32,10784.89,COD,CUST2163
ORD100937,2025-12-30,North,Home & Kitchen,Cookware Set,1,2873.02,0,2873.02,1901.02,972.0,COD,CUST3329
ORD100938,2025-10-22,North,Home & Kitchen,Air Fryer,4,357.06,0,1428.24,913.35,514.89,Net Banking,CUST3351
ORD100939,2025-01-14,East,Home & Kitchen,Air Fryer,2,739.61,10,1331.3,1035.55,295.75,COD,CUST2535
ORD100940,2025-09-03,South,Electronics,Laptop,3,20630.14,10,55701.38,35098.69,20602.69,Net Banking,CUST2215
ORD100941,2024-12-21,East,Beauty,Lipstick,6,566.4,15,2888.64,2390.89,497.75,COD,CUST2094
